               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  90,            0.049242,            0.051933,            0.058537,             0.86825,             0.12533,             0.20076,             0.11691,            0.042906,            0.029429,            0.055321,            0.001189,            0.001189,            0.001189
                  91,            0.048878,            0.053734,            0.059809,             0.80387,             0.14241,             0.20292,             0.11607,            0.042942,            0.029291,            0.055223,             0.00109,             0.00109,             0.00109
                  92,            0.047488,            0.052084,            0.057664,             0.80301,              0.1454,             0.20384,             0.12188,            0.042757,            0.029273,            0.055094,            0.000991,            0.000991,            0.000991
                  93,            0.048824,             0.05639,            0.057767,             0.79954,             0.15095,             0.20596,               0.123,            0.042512,             0.02933,            0.055056,            0.000892,            0.000892,            0.000892
                  94,            0.049715,            0.055194,            0.059937,             0.80389,             0.14862,             0.20763,             0.12438,            0.042448,            0.029392,            0.055004,            0.000793,            0.000793,            0.000793
                  95,            0.046708,            0.052379,            0.060109,             0.83011,             0.13525,             0.21062,              0.1259,            0.042487,            0.029309,            0.054979,            0.000694,            0.000694,            0.000694
                  96,            0.047641,            0.051383,            0.059096,             0.83445,             0.13672,             0.21287,             0.12935,            0.042293,            0.029179,            0.054949,            0.000595,            0.000595,            0.000595
                  97,            0.049392,            0.056076,            0.059701,             0.85537,             0.13326,             0.21289,             0.12789,            0.042279,            0.029055,            0.054928,            0.000496,            0.000496,            0.000496
                  98,            0.046728,            0.054065,            0.060252,             0.83647,             0.13366,             0.21122,             0.12829,            0.042141,            0.028958,            0.054926,            0.000397,            0.000397,            0.000397
                  99,            0.049948,            0.057556,            0.058731,             0.83477,             0.13486,             0.21137,              0.1291,            0.042072,             0.02893,            0.054901,            0.000298,            0.000298,            0.000298
